,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00142,ssw__wt_ac__1,Substrate-switching Evolution,ssw,wt_ac,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli K-12 MG1655,MG1655,M9,acetate(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.27,No,,HiSeq 2000,,1,,,ssw__wt_ac__1.bam,98.19,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744800,SRR5456731,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_wt_ac,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00143,ssw__wt_glc__1,Substrate-switching Evolution,ssw,wt_glc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.73,No,,HiSeq 2000,,1,,,ssw__wt_glc__1.bam,95.37,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744783,SRR5456714,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00144,ssw__wt_glyc__1,Substrate-switching Evolution,ssw,wt_glyc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.45,No,,HiSeq 2000,,1,,,ssw__wt_glyc__1.bam,98.01,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744791,SRR5456722,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_wt_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00145,ssw__wt_xyl__1,Substrate-switching Evolution,ssw,wt_xyl,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli K-12 MG1655,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.55,No,,HiSeq 2000,,1,,,ssw__wt_xyl__1.bam,97.99,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744795,SRR5456726,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_wt_xyl,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00146,ssw__glc_ale1__1,Substrate-switching Evolution,ssw,glc_ale1,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli C13.1.133.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.96,Endpoint,Clonal,HiSeq 2000,C13 A1 F133 I1,1,,,ssw__glc_ale1__1.bam,55.43,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744784,SRR5456715,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_ale1,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00147,ssw__glc_ale2__1,Substrate-switching Evolution,ssw,glc_ale2,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli C13.1.134.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.99,Endpoint,Clonal,HiSeq 2000,C13 A1 F134 I1,1,,,ssw__glc_ale2__1.bam,60.57,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744785,SRR5456716,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_ale2,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00148,ssw__glc_ale3__1,Substrate-switching Evolution,ssw,glc_ale3,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli C13.6.133.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.97,Endpoint,Clonal,HiSeq 2000,C13 A6 F133 I1,1,,,ssw__glc_ale3__1.bam,59.6,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744786,SRR5456717,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_ale3,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00149,ssw__glyc_ale1__1,Substrate-switching Evolution,ssw,glyc_ale1,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLY.1.45.1,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.73,Endpoint,Clonal,HiSeq 2000,SSW GLY A1 F45 I1,1,,,ssw__glyc_ale1__1.bam,58.83,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744792,SRR5456723,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glyc_ale1,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00150,ssw__glyc_ale2__1,Substrate-switching Evolution,ssw,glyc_ale2,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLY.2.45.1,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.76,Endpoint,Clonal,HiSeq 2000,SSW GLY A2 F45 I1,1,,,ssw__glyc_ale2__1.bam,57.67,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744793,SRR5456724,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glyc_ale2,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00151,ssw__xyl_ale1__1,Substrate-switching Evolution,ssw,xyl_ale1,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_XYL.1.20.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.76,Endpoint,Clonal,HiSeq 2000,SSW XYL A1 F20 I1,1,,,ssw__xyl_ale1__1.bam,98.15,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744796,SRR5456727,,paired-end,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ssw_xyl_ale1,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00152,ssw__xyl_ale2__1,Substrate-switching Evolution,ssw,xyl_ale2,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_XYL.2.20.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.74,Endpoint,Clonal,HiSeq 2000,SSW XYL A2 F20 I1,1,,,ssw__xyl_ale2__1.bam,98.31,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744797,SRR5456728,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_xyl_ale2,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00153,ssw__xyl_ale3__1,Substrate-switching Evolution,ssw,xyl_ale3,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_XYL.3.20.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.71,Endpoint,Clonal,HiSeq 2000,SSW XYL A3 F20 I1,1,,,ssw__xyl_ale3__1.bam,98.06,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744798,SRR5456729,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_xyl_ale3,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00154,ssw__glc_ac_ac2__1,Substrate-switching Evolution,ssw,glc_ac_ac2,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_AC.9.92.4,MG1655,M9,acetate(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.39,Endpoint,Clonal,HiSeq 2000,SSW GLU AC A9 F92 I4,1,,,ssw__glc_ac_ac2__1.bam,98.1,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744788,SRR5456719,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_ac_ac2,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00155,ssw__glc_ac_glc1__1,Substrate-switching Evolution,ssw,glc_ac_glc1,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_AC.9.92.3,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.89,Endpoint,Clonal,HiSeq 2000,SSW GLU AC A9 F92 I3,1,,,ssw__glc_ac_glc1__1.bam,56.96,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744787,SRR5456718,Order wasn't specified for these 2 (possible they are mixed up),paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_ac_glc1,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00157,ssw__glc_glyc_glc__1,Substrate-switching Evolution,ssw,glc_glyc_glc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.93,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A4 F165 I2,1,,,ssw__glc_glyc_glc__1.bam,98.34,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744789,SRR5456720,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_glyc_glc,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00158,ssw__glc_glyc_glyc__1,Substrate-switching Evolution,ssw,glc_glyc_glyc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.85,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A4 F165 I2,1,,,ssw__glc_glyc_glyc__1.bam,97.8,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744794,SRR5456725,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_glyc_glyc,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00159,ssw__glc_xyl_glc__1,Substrate-switching Evolution,ssw,glc_xyl_glc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.96,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A2 F165 I1,1,,,ssw__glc_xyl_glc__1.bam,98.26,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744790,SRR5456721,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_xyl_glc,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00160,ssw__glc_xyl_xyl__1,Substrate-switching Evolution,ssw,glc_xyl_xyl,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.75,Endpoint,Clonal,HiSeq 2000,SSW GLU XYL A2 F165 I1,1,,,ssw__glc_xyl_xyl__1.bam,98.13,doi.org/10.1128/AEM.00410-17,GSE97944,1,SRX2744799,SRR5456730,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ssw_glc_xyl_xyl,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00169,ica__wt_glc__1,ICA,ica,wt_glc,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.58,No,,HiSeq 4000,,4,,,ica__wt_glc__1.bam,96.08,,GSE122295,1,SRX4993780,SRR8173227,Assumed order matched NCBI for replicates,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00170,ica__wt_glc__2,ICA,ica,wt_glc,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.58,No,,HiSeq 4000,,4,,,ica__wt_glc__2.bam,96.29,,GSE122295,1,SRX4993781,SRR8173228,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00171,ica__wt_glc__3,ICA,ica,wt_glc,3,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.66,No,,HiSeq 4000,,4,,,ica__wt_glc__3.bam,95.35,,GSE122295,1,SRX4993782,SRR8173229,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00172,ica__wt_glc__4,ICA,ica,wt_glc,4,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.66,No,,HiSeq 4000,,4,,,ica__wt_glc__4.bam,94.49,,GSE122295,1,SRX4993783,SRR8173230,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00173,ica__arg_sbt__1,ICA,ica,arg_sbt,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),37,7,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__arg_sbt__1.bam,96.28,,GSE122295,1,SRX4993784,SRR8173231,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_arg_sbt,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00174,ica__arg_sbt__2,ICA,ica,arg_sbt,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),37,7,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__arg_sbt__2.bam,95.54,,GSE122295,1,SRX4993785,SRR8173232,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_arg_sbt,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00175,ica__cytd_rib__1,ICA,ica,cytd_rib,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7,,Batch,0.31,No,,HiSeq 4000,,2,,,ica__cytd_rib__1.bam,95.41,,GSE122295,1,SRX4993786,SRR8173233,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_cytd_rib,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00176,ica__cytd_rib__2,ICA,ica,cytd_rib,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7,,Batch,0.31,No,,HiSeq 4000,,2,,,ica__cytd_rib__2.bam,96.26,,GSE122295,1,SRX4993787,SRR8173234,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_cytd_rib,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00177,ica__gth__1,ICA,ica,gth,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),37,7,,Batch,0.07,No,,HiSeq 4000,,2,,,ica__gth__1.bam,95.67,,GSE122295,1,SRX4993788,SRR8173235,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_gth,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00178,ica__gth__2,ICA,ica,gth,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),37,7,,Batch,0.07,No,,HiSeq 4000,,2,,,ica__gth__2.bam,96.02,,GSE122295,1,SRX4993789,SRR8173236,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_gth,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00179,ica__leu_glcr__1,ICA,ica,leu_glcr,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),37,7,,Batch,0.29,No,,HiSeq 4000,,2,,,ica__leu_glcr__1.bam,95.15,,GSE122295,1,SRX4993790,SRR8173237,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_leu_glcr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00180,ica__leu_glcr__2,ICA,ica,leu_glcr,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),37,7,,Batch,0.29,No,,HiSeq 4000,,2,,,ica__leu_glcr__2.bam,95.59,,GSE122295,1,SRX4993791,SRR8173238,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_leu_glcr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00181,ica__met_glc__1,ICA,ica,met_glc,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),37,7,,Batch,0.74,No,,HiSeq 4000,,2,,,ica__met_glc__1.bam,95.45,,GSE122295,1,SRX4993792,SRR8173239,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_met_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00182,ica__met_glc__2,ICA,ica,met_glc,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),37,7,,Batch,0.74,No,,HiSeq 4000,,2,,,ica__met_glc__2.bam,95.65,,GSE122295,1,SRX4993793,SRR8173240,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_met_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00183,ica__no3_anaero__1,ICA,ica,no3_anaero,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,37,7,,Batch,0.35,No,,HiSeq 4000,,2,,,ica__no3_anaero__1.bam,94.15,,GSE122295,1,SRX4993794,SRR8173241,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_no3_anaero,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00184,ica__no3_anaero__2,ICA,ica,no3_anaero,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,37,7,,Batch,0.35,No,,HiSeq 4000,,2,,,ica__no3_anaero__2.bam,94.01,,GSE122295,1,SRX4993795,SRR8173242,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_no3_anaero,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00185,ica__phe_acgam__1,ICA,ica,phe_acgam,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),37,7,,Batch,0.63,No,,HiSeq 4000,,2,,,ica__phe_acgam__1.bam,96.34,,GSE122295,1,SRX4993796,SRR8173243,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_phe_acgam,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00186,ica__phe_acgam__2,ICA,ica,phe_acgam,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),37,7,,Batch,0.63,No,,HiSeq 4000,,2,,,ica__phe_acgam__2.bam,96.42,,GSE122295,1,SRX4993797,SRR8173244,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_phe_acgam,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00187,ica__thm_gal__1,ICA,ica,thm_gal,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),37,7,,Batch,0.34,No,,HiSeq 4000,,2,,,ica__thm_gal__1.bam,95.98,,GSE122295,1,SRX4993798,SRR8173245,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_thm_gal,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00188,ica__thm_gal__2,ICA,ica,thm_gal,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),37,7,,Batch,0.34,No,,HiSeq 4000,,2,,,ica__thm_gal__2.bam,96.12,,GSE122295,1,SRX4993799,SRR8173246,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_thm_gal,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00189,ica__tyr_glcn__1,ICA,ica,tyr_glcn,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7,,Batch,0.57,No,,HiSeq 4000,,2,,,ica__tyr_glcn__1.bam,95.41,,GSE122295,1,SRX4993800,SRR8173247,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_tyr_glcn,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00190,ica__tyr_glcn__2,ICA,ica,tyr_glcn,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7,,Batch,0.57,No,,HiSeq 4000,,2,,,ica__tyr_glcn__2.bam,95.47,,GSE122295,1,SRX4993801,SRR8173248,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_tyr_glcn,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00191,ica__ura_pyr__1,ICA,ica,ura_pyr,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),37,7,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__ura_pyr__1.bam,93.77,,GSE122295,1,SRX4993802,SRR8173249,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ica_ura_pyr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
