sample_id,old_sample_id,study,project,condition,old_condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,DDB_timepoint,DDB_timepoint_general,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Process Time,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,exp_id,library creator,Antibiotic,Public,creator_email,ALE Endpoint,original_naming,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,RNAseq_batch,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,growth_phase,batch_ID,Unnamed: 49,reactor_ID,time_ID,strain_ID,strain_name,time_in_phase,dilution_rate,phase,OD,additional_notes,sample_id.1,batch_zinc,feed_zinc
efeU__menFentC_ale30__1,efeU__menFentC_ale30__1,Pseudogene Repair,efeU,menFentC_ale30,menFentC_ale30,1,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC.30.83.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),37,7,,Batch,Other_PRECISE,Other_PRECISE,0.95,Endpoint,Clonal,HiSeq 4000,,,2,,,efeU__menFentC_ale30__1.bam,93.94,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036619,SRR8218071,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentC_ale30,True,True,ecoli_00271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentC_ale30__2,efeU__menFentC_ale30__2,Pseudogene Repair,efeU,menFentC_ale30,menFentC_ale30,2,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC.30.83.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),37,7,,Batch,Other_PRECISE,Other_PRECISE,0.95,Endpoint,Clonal,HiSeq 4000,,,2,,,efeU__menFentC_ale30__2.bam,92.83,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036620,SRR8218072,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentC_ale30,True,True,ecoli_00272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentCubiC_ale36__1,efeU__menFentCubiC_ale36__1,Pseudogene Repair,efeU,menFentCubiC_ale36,menFentCubiC_ale36,1,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC_ubiC.36.86.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.58,Endpoint,Clonal,HiSeq 4000,,Also used in quinone study,2,,,efeU__menFentCubiC_ale36__1.bam,92.9,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036621,SRR8218073,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentCubiC_ale36,True,True,ecoli_00273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentCubiC_ale36__2,efeU__menFentCubiC_ale36__2,Pseudogene Repair,efeU,menFentCubiC_ale36,menFentCubiC_ale36,2,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC_ubiC.36.86.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.58,Endpoint,Clonal,HiSeq 4000,,Also used in quinone study,2,,,efeU__menFentCubiC_ale36__2.bam,93.44,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036622,SRR8218074,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentCubiC_ale36,True,True,ecoli_00274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentCubiC_ale37__1,efeU__menFentCubiC_ale37__1,Pseudogene Repair,efeU,menFentCubiC_ale37,menFentCubiC_ale37,1,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC_ubiC.37.25.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.46,Endpoint,Clonal,HiSeq 4000,,Also used in quinone study,2,,,efeU__menFentCubiC_ale37__1.bam,94.89,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036623,SRR8218075,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentCubiC_ale37,True,True,ecoli_00275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentCubiC_ale37__2,efeU__menFentCubiC_ale37__2,Pseudogene Repair,efeU,menFentCubiC_ale37,menFentCubiC_ale37,2,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC_ubiC.37.25.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.46,Endpoint,Clonal,HiSeq 4000,,Also used in quinone study,2,,,efeU__menFentCubiC_ale37__2.bam,94.62,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036624,SRR8218076,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentCubiC_ale37,True,True,ecoli_00276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentCubiC_ale38__1,efeU__menFentCubiC_ale38__1,Pseudogene Repair,efeU,menFentCubiC_ale38,menFentCubiC_ale38,1,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC_ubiC.38.28.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.58,Endpoint,Clonal,HiSeq 4000,,Also used in quinone study,2,,,efeU__menFentCubiC_ale38__1.bam,95.65,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036625,SRR8218077,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentCubiC_ale38,True,True,ecoli_00277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efeU__menFentCubiC_ale38__2,efeU__menFentCubiC_ale38__2,Pseudogene Repair,efeU,menFentCubiC_ale38,menFentCubiC_ale38,2,Amitesh Anand,Richard Szubin,5/21/18,Escherichia coli EEP_menF_entC_ubiC.38.28.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.58,Endpoint,Clonal,HiSeq 4000,,Also used in quinone study,2,,,efeU__menFentCubiC_ale38__2.bam,94.94,doi.org/10.1038/s41564-018-0340-2,GSE122779,1,SRX5036626,SRR8218078,,PAIRED,ILLUMINA,True,True,True,True,efeU:menFentCubiC_ale38,True,True,ecoli_00278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__salc_glc__1,misc2__salc_glc__1,Miscellaneous #2,misc2,salc_glc,salc_glc,1,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,salicylate,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.22,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/ica__salc__1.R1.fastq.gz,s3://precise-db/raw_data/ica2/ica__salc__1.R2.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:salc_glc,True,True,ecoli_00279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__salc_glc__2,misc2__salc_glc__2,Miscellaneous #2,misc2,salc_glc,salc_glc,2,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,salicylate,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.22,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/ica__salc__2.R1.fastq.gz,s3://precise-db/raw_data/ica2/ica__salc__2.R2.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:salc_glc,True,True,ecoli_00280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__dbcn_glc__1,misc2__dbcn_glc__1,Miscellaneous #2,misc2,dbcn_glc,dbcn_glc,1,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,dibucaine,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.32,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/ica__dbc_glc__1.R1.fastq.gz,s3://precise-db/raw_data/ica2/ica__dbc_glc__1.R2.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:dbcn_glc,True,True,ecoli_00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__dbcn_glc__2,misc2__dbcn_glc__2,Miscellaneous #2,misc2,dbcn_glc,dbcn_glc,2,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,dibucaine,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.32,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/ica__dbc_glc__2.R1.fastq.gz,s3://precise-db/raw_data/ica2/ica__dbc_glc__2.R2.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:dbcn_glc,True,True,ecoli_00282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__tyr_glc__1,misc2__tyr_glc__1,Miscellaneous #2,misc2,tyr_glc,tyr_glc,1,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7,,Batch,Other_PRECISE,Other_PRECISE,0.77,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/PAL006_S33_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica2/PAL006_S33_L002_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:tyr_glc,True,True,ecoli_00283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__tyr_glc__2,misc2__tyr_glc__2,Miscellaneous #2,misc2,tyr_glc,tyr_glc,2,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7,,Batch,Other_PRECISE,Other_PRECISE,0.77,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/PAL007_S34_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica2/PAL007_S34_L002_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:tyr_glc,True,True,ecoli_00284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__arg_cytd__1,misc2__arg_cytd__1,Miscellaneous #2,misc2,arg_cytd,arg_cytd,1,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM) + arginine (5mM),37,7,,Batch,Other_PRECISE,Other_PRECISE,0.67,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/PAL008_S35_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica2/PAL008_S35_L002_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:arg_cytd,True,True,ecoli_00285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__arg_cytd__2,misc2__arg_cytd__2,Miscellaneous #2,misc2,arg_cytd,arg_cytd,2,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM) + arginine (5mM),37,7,,Batch,Other_PRECISE,Other_PRECISE,0.67,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/PAL009_S36_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica2/PAL009_S36_L002_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:arg_cytd,True,True,ecoli_00286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__delyheO_pyr__1,misc2__delyheO_pyr__1,Miscellaneous #2,misc2,delyheO_pyr,delyheO_pyr,1,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655 del_yheO,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.302,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/PAL003_S30_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica2/PAL003_S30_L002_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:delyheO_pyr,True,True,ecoli_00287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc2__delyheO_pyr__2,misc2__delyheO_pyr__2,Miscellaneous #2,misc2,delyheO_pyr,delyheO_pyr,2,Anand Sastry,Sibei Xu,10/17/18,Escherichia coli K-12 MG1655 del_yheO,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.302,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/ica2/PAL004_S31_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica2/PAL004_S31_L002_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,misc2:delyheO_pyr,True,True,ecoli_00288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__delubiC__1,nquinone__delubiC__1,Naphthoquinone,nquinone,delubiC,delubiC,1,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli K-12 MG1655 del_ubiC,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN5A_S23_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN5A_S23_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:delubiC,True,True,ecoli_00289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__delubiC__2,nquinone__delubiC__2,Naphthoquinone,nquinone,delubiC,delubiC,2,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli K-12 MG1655 del_ubiC,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN5B_S24_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN5B_S24_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:delubiC,True,True,ecoli_00290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale1__1,nquinone__ubiC_ale1__1,Naphthoquinone,nquinone,ubiC_ale1,ubiC_ale1,1,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.1.52.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN6A_S34_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN6A_S34_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale1,True,True,ecoli_00291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale1__2,nquinone__ubiC_ale1__2,Naphthoquinone,nquinone,ubiC_ale1,ubiC_ale1,2,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.1.52.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN6B_S71_L004_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN6B_S71_L004_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale1,True,True,ecoli_00292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale2__1,nquinone__ubiC_ale2__1,Naphthoquinone,nquinone,ubiC_ale2,ubiC_ale2,1,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.2.54.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN7A_S25_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN7A_S25_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale2,True,True,ecoli_00293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale2__2,nquinone__ubiC_ale2__2,Naphthoquinone,nquinone,ubiC_ale2,ubiC_ale2,2,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.2.54.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN7B_S26_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN7B_S26_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale2,True,True,ecoli_00294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale3__1,nquinone__ubiC_ale3__1,Naphthoquinone,nquinone,ubiC_ale3,ubiC_ale3,1,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.3.53.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN8A_S27_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN8A_S27_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale3,True,True,ecoli_00295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale3__2,nquinone__ubiC_ale3__2,Naphthoquinone,nquinone,ubiC_ale3,ubiC_ale3,2,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.3.53.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN8B_S28_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN8B_S28_L003_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale3,True,True,ecoli_00296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale4__1,nquinone__ubiC_ale4__1,Naphthoquinone,nquinone,ubiC_ale4,ubiC_ale4,1,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.4.52.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN9A_S75_L004_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN9A_S75_L004_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale4,True,True,ecoli_00297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__ubiC_ale4__2,nquinone__ubiC_ale4__2,Naphthoquinone,nquinone,ubiC_ale4,ubiC_ale4,2,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli EEP_ubiC.4.52.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/HRS_QN9B_S69_L004_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN9B_S69_L004_R2_001.fastq.gz,,,https://doi.org/10.1073/pnas.1909987116,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:ubiC_ale4,True,True,ecoli_00298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__delpdhR__1,nquinone__delpdhR__1,Naphthoquinone,nquinone,delpdhR,delpdhR,1,Amitesh Anand,Amitesh Anand,8/7/18,Escherichia coli del_pdhR,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.7,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/EEP_HRS_pdhR_1_aerobic_08072018_S33_L008_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/EEP_HRS_pdhR_1_aerobic_08072018_S33_L008_R2_001.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:delpdhR,True,True,ecoli_00299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nquinone__delpdhR__2,nquinone__delpdhR__2,Naphthoquinone,nquinone,delpdhR,delpdhR,2,Amitesh Anand,Amitesh Anand,8/7/18,Escherichia coli del_pdhR,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,0.7,No,,HiSeq 4000,,,2,s3://precise-db/raw_data/nquinone/EEP_HRS_pdhR_2_aerobic_08072018_S34_L008_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/EEP_HRS_pdhR_2_aerobic_08072018_S34_L008_R2_001.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,True,True,True,True,nquinone:delpdhR,True,True,ecoli_00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quinone__glu_ale4__1,quinone__glu_ale4__1,Respiratory quinone,quinone,glu_ale4,glu_ale4,1,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli GLU.4.403.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/quinone/HRS_QN3A_S19_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN3A_S19_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,quinone:glu_ale4,True,True,ecoli_00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quinone__glu_ale4__2,quinone__glu_ale4__2,Respiratory quinone,quinone,glu_ale4,glu_ale4,2,Amitesh Anand,Amitesh Anand,5/21/18,Escherichia coli GLU.4.403.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,Other_PRECISE,Other_PRECISE,,Endpoint,Clonal,HiSeq 4000,,,2,s3://precise-db/raw_data/quinone/HRS_QN3B_S20_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN3B_S20_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,quinone:glu_ale4,True,True,ecoli_00302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
